id,ANYO_CONSTRUCCION,CODIGO_POSTAL,USO_EDIFICIO,MUNICIPIO,PROVINCIA,TIPO_REGISTRO,FICHERO_ORIGEN,CONSUMO_EP_VALOR
47332,1967.0,3581.0,VIVIENDA/S UNIFAMILIAR,ALFÀS DEL PI (L'),ALICANTE,EXISTE,,296
40093,2005.0,3540.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,Sin Dato,certificacion-energetica-de-edificios-en-alicante.csv,115
33097,2003.0,3540.0,VIVIENDA/S UNIFAMILIAR,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,201
21327,1972.0,3690.0,VIVIENDA INDIVIDUAL,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,125
46008,2019.0,46500.0,sin dato,SAGUNTO/SAGUNT,VALENCIA,NUEVO,certificacion-energetica-de-edificios-en-valencia.csv,41
8690,,46940.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,205
34998,,,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,194
12714,1952.0,46600.0,VIVIENDA INDIVIDUAL,ALZIRA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,254
18728,1968.0,3012.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,137
36282,1998.0,3749.0,VIVIENDA INDIVIDUAL,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,230
45398,1992.0,12002.0,VIVIENDA INDIVIDUAL,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,114
7767,2006.0,,VIVIENDA INDIVIDUAL,CAMPELLO (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,143
15610,1900.0,3801.0,VIVIENDA INDIVIDUAL,ALCOY/ALCOI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,311
184,1997.0,3184.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,177
49919,1984.0,3183.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,232
37425,2008.0,12593.0,VIVIENDA/S UNIFAMILIAR,MONCOFA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,243
44847,1976.0,46894.0,VIVIENDA INDIVIDUAL,GENOVÉS,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,179
46851,2006.0,,VIVIENDA INDIVIDUAL,BENISANÓ,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,142
11935,1962.0,46025.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,193
33486,,12580.0,VIVIENDA INDIVIDUAL,BENICARLÓ,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,140
9975,,12530.0,VIVIENDA INDIVIDUAL,BURRIANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,185
28070,1968.0,3011.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,160
2750,,3189.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,EXISTE,,224
20867,2005.0,3727.0,VIVIENDA INDIVIDUAL,JALÓN/XALÓ,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,162
25890,2006.0,3770.0,VIVIENDA INDIVIDUAL,,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,205
18616,2008.0,46022.0,OTROS,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,292
38000,2006.0,3726.0,???,BENITACHELL/POBLE NOU DE BENITATXELL (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,180
21089,1978.0,3004.0,VIVIENDA INDIVIDUAL,,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,133
20842,1978.0,46666.0,,RAFELGUARAF,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,237
2173,1974.0,46220.0,N/A,PICASSENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,246
15753,1945.0,46740.0,VIVIENDA/S UNIFAMILIAR,CARCAIXENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,152
16260,1969.0,46182.0,VIVIENDA/S UNIFAMILIAR,PATERNA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,687
47701,1965.0,46815.0,VIVIENDA INDIVIDUAL,LLOSA DE RANES (LA),VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,218
49112,1966.0,46730.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,181
22209,1980.0,3630.0,VIVIENDA/S UNIFAMILIAR,SAX,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,359
36956,1987.0,12001.0,VIVIENDA INDIVIDUAL,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,86
21916,2003.0,46370.0,VIVIENDA/S UNIFAMILIAR,CHIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,234
22548,1983.0,,VIVIENDA/S UNIFAMILIAR,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,153
48983,1981.0,3003.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,94
39701,1973.0,3560.0,VIVIENDA INDIVIDUAL,CAMPELLO (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,191
46265,1900.0,,VIVIENDA INDIVIDUAL,BENIFAIÓ,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,201
19882,2006.0,46370.0,RESTAURANTE,CHIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,234
34696,1999.0,3130.0,VIVIENDA INDIVIDUAL,SANTA POLA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,165
12686,1976.0,46940.0,VIVIENDA INDIVIDUAL,MANISES,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,175
4534,1973.0,46220.0,VIVIENDA INDIVIDUAL,PICASSENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,188
17473,,46930.0,LOCAL COMERCIAL,QUART DE POBLET,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,309
16655,1968.0,46702.0,LOCAL COMERCIAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,161
30375,1976.0,3540.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,203
1841,1974.0,3500.0,VIVIENDA INDIVIDUAL,BENIDORM,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,123
11765,2006.0,3159.0,VIVIENDA INDIVIDUAL,DAYA NUEVA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,158
5945,2007.0,,VIVIENDA INDIVIDUAL,CHILCHES/XILXES,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,248
2882,2012.0,3727.0,VIVIENDA INDIVIDUAL,JALÓN/XALÓ,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,122
5979,1991.0,3509.0,VIVIENDA INDIVIDUAL,FINESTRAT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,114
3308,2013.0,46113.0,VIVIENDA/S UNIFAMILIAR,MONCADA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,110
11785,1977.0,3181.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,105
40480,1990.0,3180.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,142
36339,2008.0,12594.0,VIVIENDA INDIVIDUAL,OROPESA DEL MAR/ORPESA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,117
5639,1998.0,3581.0,VIVIENDA/S UNIFAMILIAR,ALFÀS DEL PI (L'),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,185
37722,1982.0,46730.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,102
5622,1993.0,3540.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,117
18548,2007.0,46200.0,VIVIENDA INDIVIDUAL,PAIPORTA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,87
23224,1964.0,46018.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,106
39337,1992.0,12594.0,LOCAL COMERCIAL,OROPESA DEL MAR/ORPESA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,260
46048,2002.0,3202.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,199
48220,2002.0,46015.0,Sin Dato,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,55
5241,1982.0,46240.0,VIVIENDA INDIVIDUAL,CARLET,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,132
16083,2000.0,3158.0,VIVIENDA/S UNIFAMILIAR,VALÈNCIA,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,177
49797,1975.0,46470.0,VIVIENDA INDIVIDUAL,ALBAL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,128
3858,2005.0,3690.0,VIVIENDA INDIVIDUAL,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,113
2274,1982.0,3501.0,OFICINAS,BENIDORM,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,120
24645,1986.0,3184.0,VIVIENDA/S UNIFAMILIAR,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,268
21295,1957.0,46001.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,172
2718,2016.0,3186.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,NUEVO,certificacion-energetica-de-edificios-en-alicante.csv,81
34419,2003.0,3008.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,105
45143,2004.0,46015.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,131
40483,1992.0,12579.0,VIVIENDA INDIVIDUAL,ALCALÀ DE XIVERT,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,60
42834,1945.0,46006.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,137
43730,2009.0,46003.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,121
49040,1974.0,3204.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,ALICANTE,valencia,certificacion-energetica-de-edificios-en-alicante.csv,137
23306,2003.0,46007.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,77
4774,1972.0,46410.0,VIVIENDA INDIVIDUAL,SUECA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,126
32941,1965.0,46190.0,VIVIENDA INDIVIDUAL,RIBA-ROJA DE TÚRIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,384
17149,1964.0,46702.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,123
22988,1968.0,3201.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,158
35961,1991.0,3183.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,197
16323,1976.0,46910.0,LOCAL COMERCIAL,,----,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,242
15949,1983.0,12530.0,VIVIENDA INDIVIDUAL,BURRIANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,141
1510,1987.0,3330.0,VIVIENDA INDIVIDUAL,CREVILLENT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,184
49242,,12590.0,VIVIENDA/S UNIFAMILIAR,ALMENARA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,238
16035,2006.0,12130.0,VIVIENDA/S UNIFAMILIAR,SANT JOAN DE MORÓ,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,7
5390,1993.0,3560.0,VIVIENDA/S UNIFAMILIAR,CAMPELLO (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,202
26070,1974.0,46800.0,VIVIENDA INDIVIDUAL,XÀTIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,161
26062,1996.0,46013.0,VIVIENDA INDIVIDUAL,VALENCIA,,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,77
22897,2000.0,3193.0,VIVIENDA/S UNIFAMILIAR,SAN MIGUEL DE SALINAS,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,189
4937,2004.0,3779.0,VIVIENDA INDIVIDUAL,POBLETS (ELS),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,191
10361,1969.0,46133.0,VIVIENDA INDIVIDUAL,MELIANA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,159
23284,1993.0,,VIVIENDA/S UNIFAMILIAR,BUÑOL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,206
30205,1980.0,46370.0,VIVIENDA/S UNIFAMILIAR,CHIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,322
4931,1970.0,46011.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,,102
2655,1986.0,3700.0,VIVIENDA/S UNIFAMILIAR,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,258
37570,1930.0,46005.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,125
17850,1967.0,3503.0,VIVIENDA INDIVIDUAL,BENIDORM,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,195
23628,1980.0,3180.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,187
32521,2001.0,46024.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,251
32639,,3730.0,VIVIENDA INDIVIDUAL,JÁVEA/XÀBIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,169
17154,2011.0,46910.0,VIVIENDA INDIVIDUAL,ALFAFAR,,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,170
8019,1980.0,3012.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,197
27358,1980.0,46730.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,252
11665,1967.0,46006.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,173
40898,1976.0,46419.0,VIVIENDA INDIVIDUAL,SUECA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,112
31643,2002.0,3203.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,187
13277,1965.0,46970.0,VIVIENDA INDIVIDUAL,VALÈNCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,101
35207,2001.0,3300.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,208
19457,2000.0,46019.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,145
15836,1978.0,46183.0,VIVIENDA/S UNIFAMILIAR,ELIANA (L'),VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,193
36170,1996.0,46940.0,VIVIENDA INDIVIDUAL,MANISES,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,79
32848,2008.0,3160.0,VIVIENDA INDIVIDUAL,valencia,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,141
43096,1989.0,3183.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,110
9875,1960.0,12412.0,,GELDO,CASTELLÓN,,certificacion-energetica-de-edificios-en-castellon.csv,330
15819,1970.0,3112.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,168
39429,2004.0,3690.0,VIVIENDA INDIVIDUAL,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,167
26275,2005.0,46180.0,VIVIENDA INDIVIDUAL,BENAGUASIL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,85
40309,1977.0,46970.0,VIVIENDA INDIVIDUAL,ALAQUÀS,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,110
1576,1967.0,46470.0,VIVIENDA INDIVIDUAL,CATARROJA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,90
15824,2006.0,3140.0,VIVIENDA INDIVIDUAL,GUARDAMAR DEL SEGURA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,165
37146,1976.0,46009.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,96
19711,1991.0,3205.0,VIVIENDA INDIVIDUAL,,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,119
8654,1985.0,3750.0,VIVIENDA/S UNIFAMILIAR,PEDREGUER,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,312
41932,2002.0,12598.0,VIVIENDA INDIVIDUAL,PEÑÍSCOLA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,212
34264,2005.0,12005.0,VIVIENDA INDIVIDUAL,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,230
9558,1979.0,46860.0,VIVIENDA INDIVIDUAL,ALBAIDA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,49
8453,2002.0,3170.0,----,ROJALES,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,214
2376,1950.0,3600.0,VIVIENDA/S UNIFAMILIAR,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,226
30344,1998.0,46015.0,VIVIENDA/S UNIFAMILIAR,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,107
3807,1,46600.0,VIVIENDA INDIVIDUAL,ALZIRA,VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,64
33167,2002.0,46300.0,VIVIENDA/S UNIFAMILIAR,UTIEL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,149
2475,2006.0,3189.0,VIVIENDA/S UNIFAMILIAR,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,351
17100,2017.0,3509.0,VIVIENDA/S UNIFAMILIAR,FINESTRAT,ALICANTE,NUEVO,certificacion-energetica-de-edificios-en-alicante.csv,36
2893,1975.0,12540.0,VIVIENDA INDIVIDUAL,VILLARREAL/VILA-REAL,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,160
25686,2006.0,46006.0,valencia,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,88
39503,2007.0,46026.0,,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,226
1935,,46500.0,VIVIENDA/S UNIFAMILIAR,,VALENCIA,NUEVO,certificacion-energetica-de-edificios-en-valencia.csv,30
12157,2010.0,3700.0,VIVIENDA/S UNIFAMILIAR,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,169
34938,2023.0,,VIVIENDA/S UNIFAMILIAR,CINCTORRES,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,64
14249,1900.0,3530.0,VIVIENDA/S UNIFAMILIAR,,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,160
31442,2012.0,,VIVIENDA/S UNIFAMILIAR,SAN ANTONIO DE BENAGÉBER,valencia,NUEVO,certificacion-energetica-de-edificios-en-valencia.csv,47
16765,1998.0,46388.0,VIVIENDA/S UNIFAMILIAR,GODELLETA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,66
46475,,3726.0,VIVIENDA/S UNIFAMILIAR,BENITACHELL/POBLE NOU DE BENITATXELL (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,253
18753,2002.0,3007.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,138
19674,1962.0,46007.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,253
37475,1966.0,46470.0,LOCAL COMERCIAL,CATARROJA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,294
39181,2003.0,3189.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,237
48504,1974.0,46970.0,VIVIENDA INDIVIDUAL,ALAQUÀS,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,150
35831,1964.0,3600.0,VIVIENDA INDIVIDUAL,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,267
5110,1973.0,12400.0,VIVIENDA INDIVIDUAL,SEGORBE,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,67
35745,1977.0,46017.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,139
